dataset_id,model,mitigation,female_n,female_n_septic,female_prevalence,female_tpr,female_fpr,female_precision,female_f1,female_auroc,female_avg_precision,female_brier,female_ece,female_clinical_utility,female_physionet_utility,female_pct_detected_at_all,female_pct_missed,female_pct_in_optimal_window,female_alarm_fatigue_rate,male_n,male_n_septic,male_prevalence,male_tpr,male_fpr,male_precision,male_f1,male_auroc,male_avg_precision,male_brier,male_ece,male_clinical_utility,male_physionet_utility,male_pct_detected_at_all,male_pct_missed,male_pct_in_optimal_window,male_alarm_fatigue_rate,overall_n,overall_n_septic,overall_prevalence,overall_tpr,overall_fpr,overall_precision,overall_f1,overall_auroc,overall_avg_precision,overall_brier,overall_ece,overall_clinical_utility,overall_physionet_utility,overall_pct_detected_at_all,overall_pct_missed,overall_pct_in_optimal_window,overall_alarm_fatigue_rate,tpr_gap,fpr_gap,auroc_gap,precision_gap,f1_gap,brier_gap,ece_gap,clinical_utility_gap,physionet_utility_gap,pct_detected_at_all_gap,pct_missed_gap,pct_in_optimal_window_gap,alarm_fatigue_rate_gap,ppv_gap,demographic_parity_diff,equal_opportunity_diff,sufficiency_diff,disparate_impact,equal_opportunity,equal_opportunity_abs,fl_demographic_parity_diff,fl_equal_opportunity_diff,missed_rate_gap,optimal_window_gap,alarm_fatigue_gap,worst_group_auroc,auroc_drop_from_overall,illusion_of_fairness,utility_threshold,train_utility_at_threshold,n_train_rows,n_test_rows,n_train_patients,n_test_patients,train_prevalence,test_prevalence
D0,liu_glm,smote,265,2,0.1169811320754717,1.0,0.6324786324786325,0.17318435754189945,0.29523809523809524,0.6339950372208436,0.14546104327565418,0.3222891224085124,0.3999911901516723,0.08905660377358492,0.7757575757575758,100.0,0.0,0.0,0.6100917431192661,324,1,0.04938271604938271,1.0,0.6331168831168831,0.07582938388625593,0.14096916299559473,0.851461038961039,0.14729190809170256,0.20544677572046416,0.35752068830951517,0.019290123456790122,0.44285714285714284,100.0,0.0,0.0,0.6391752577319587,589,3,0.07979626485568761,1.0,0.6328413284132841,0.12051282051282051,0.2151029748283753,0.7516683677475073,0.13903232315423347,0.25801591302493404,0.37425080572362457,0.050679117147707974,0.6603960396039604,100.0,0.0,0.0,0.6267190569744597,0.0,-0.0006382506382506259,-0.21746600174019537,0.09735497365564352,0.15426893224250052,0.11684234668804822,0.042470501842157116,0.06976648031679479,0.3329004329004329,0.0,0.0,0.0,-0.02908351461269265,0.09735497365564352,0.024237130211972935,0.0,0.09735497365564352,1.0372172046856836,0.0,0.0,0.024237130211972935,0.0,0.0,0.0,-0.02908351461269265,0.6339950372208436,0.11767333052666373,0,0.3,,2391,589,68,18,0.054788791300711,0.07979626485568761
D0,liu_xgboost,reweighting,265,2,0.1169811320754717,0.0,0.1581196581196581,0.0,0.0,0.49062586159360355,0.11356704818689295,0.20302803814411163,0.21781499705294954,-0.2409433962264151,-0.056060606060606,0.0,100.0,,0.16972477064220184,324,1,0.04938271604938271,0.0,0.032467532467532464,0.0,0.0,0.71875,0.08302623054172734,0.06429875642061234,0.08011362222195777,-0.10030864197530864,-0.02857142857142857,0.0,100.0,,0.03436426116838488,589,3,0.07979626485568761,0.0,0.08671586715867159,0.0,0.0,0.5920153882389887,0.08963722940776972,0.12671515345573425,0.1363279383822466,-0.16358234295415958,-0.04653465346534649,0.0,100.0,,0.09233791748526522,0.0,0.12565212565212563,-0.22812413840639645,0.0,0.0,0.1387292817234993,0.13770137483099176,-0.14063475425110647,-0.027489177489177428,0.0,0.0,,0.13536050947381695,0.0,0.10875844397856976,0.0,0.0,4.52377358490566,0.0,0.0,0.10875844397856976,0.0,0.0,,0.13536050947381695,0.49062586159360355,0.10138952664538514,0,0.3,,2391,589,68,18,0.054788791300711,0.07979626485568761
D0,liu_xgboost,smote,265,2,0.1169811320754717,0.0,0.1581196581196581,0.0,0.0,0.4940722360077199,0.11111729678660318,0.17081177234649658,0.1968567564661773,-0.2409433962264151,-0.056060606060606,0.0,100.0,,0.16972477064220184,324,1,0.04938271604938271,0.0,0.006493506493506494,0.0,0.0,0.6879058441558442,0.07675821247690043,0.050673000514507294,0.04658563872281876,-0.09907407407407408,-0.005714285714285694,0.0,100.0,,0.006872852233676976,589,3,0.07979626485568761,0.0,0.07195571955719557,0.0,0.0,0.5971971421841878,0.09030796637610829,0.10472525656223297,0.11419488476345817,-0.1629032258064516,-0.0386138613861386,0.0,100.0,,0.07662082514734773,0.0,0.15162615162615162,-0.19383360814812434,0.0,0.0,0.12013877183198929,0.15027111774335855,-0.14186932215234105,-0.050346320346320306,0.0,0.0,,0.16285191840852487,0.0,0.13344980200326112,0.0,0.0,22.618867924528303,0.0,0.0,0.13344980200326112,0.0,0.0,,0.16285191840852487,0.4940722360077199,0.10312490617646797,0,0.3,,2391,589,68,18,0.054788791300711,0.07979626485568761
D0,liu_rnn,reweighting,265,2,0.1169811320754717,0.0,0.358974358974359,0.0,0.0,0.3257513096222774,0.08551485335279628,0.37978544164385786,0.4004660935726792,-0.249811320754717,-0.12727272727272726,0.0,100.0,,0.3853211009174312,324,1,0.04938271604938271,0.0,0.1396103896103896,0.0,0.0,0.7280844155844156,0.08728179448816212,0.16467494799681884,0.17248407837964075,-0.10540123456790124,-0.12285714285714287,0.0,100.0,,0.14776632302405499,589,3,0.07979626485568761,0.0,0.23431734317343172,0.0,0.0,0.4388788568736751,0.06665459816446705,0.2614564094848754,0.2750566319045223,-0.17037351443123938,-0.12574257425742577,0.0,100.0,,0.24950884086444008,0.0,0.21936396936396937,-0.4023331059621382,0.0,0.0,0.21511049364703902,0.22798201519303846,-0.14441008618681575,-0.0044155844155843865,0.0,0.0,,0.23755477789337623,0.0,0.18426508269275563,0.0,0.0,2.3884159719175075,0.0,0.0,0.18426508269275563,0.0,0.0,,0.23755477789337623,0.3257513096222774,0.11312754725139773,0,0.3,,2391,589,68,18,0.054788791300711,0.07979626485568761
D0,liu_rnn,smote,265,2,0.1169811320754717,0.0,0.3034188034188034,0.0,0.0,0.24648469809760132,0.07680417595732343,0.3505781058254651,0.3696383873757749,-0.24735849056603773,-0.1075757575757576,0.0,100.0,,0.3256880733944954,324,1,0.04938271604938271,0.0,0.14285714285714285,0.0,0.0,0.7295048701298701,0.08677580762555637,0.15591920107435345,0.1687176089666379,-0.10555555555555557,-0.12571428571428567,0.0,100.0,,0.15120274914089346,589,3,0.07979626485568761,0.0,0.21217712177121772,0.0,0.0,0.4040197848786999,0.06307665276263874,0.2434991836873324,0.259114903157506,-0.1693548387096774,-0.11386138613861387,0.0,100.0,,0.22593320235756384,0.0,0.16056166056166055,-0.48302017203226877,0.0,0.0,0.19465890475111167,0.20092077840913702,-0.14180293501048216,0.018138528138528065,0.0,0.0,,0.17448532425360194,0.0,0.13212205916608433,0.0,0.0,1.9728987993138938,0.0,0.0,0.13212205916608433,0.0,0.0,,0.17448532425360194,0.24648469809760132,0.15753508678109857,0,0.3,,2391,589,68,18,0.054788791300711,0.07979626485568761
D1A,liu_glm,reweighting,144,1,0.1111111111111111,1.0,0.8515625,0.128,0.22695035460992907,0.24462890625,0.07698241805997957,0.38870900441296535,0.4545030646274032,0.07326388888888889,0.6885714285714286,100.0,0.0,0.0,0.848,385,2,0.08051948051948052,1.0,0.7288135593220338,0.10726643598615918,0.19375,0.5753599416803353,0.09185792557607302,0.33610148593538797,0.46075588926482003,0.04701298701298701,0.6090909090909091,100.0,0.0,0.0,0.5954545454545455,529,3,0.0888468809073724,1.0,0.7614107883817427,0.11352657004830918,0.2039045553145336,0.5146993908360554,0.08616522301067356,0.3504218690370347,0.45299760752920304,0.05415879017013232,0.6366336633663366,100.0,0.0,0.0,0.6869565217391305,0.0,0.12274894067796616,-0.33073103543033533,0.020733564013840827,0.03320035460992907,0.052607518477577386,-0.006252824637416832,0.02625090187590188,0.07948051948051948,0.0,0.0,0.0,0.2525454545454545,0.020733564013840827,0.1174062049062049,0.0,0.020733564013840827,1.156406189926951,0.0,0.0,0.1174062049062049,0.0,0.0,0.0,0.2525454545454545,0.24462890625,0.2700704845860554,0,0.3,,1864,529,54,14,0.07027896995708155,0.0888468809073724
D1A,liu_glm,smote,144,1,0.1111111111111111,0.0,0.6015625,0.0,0.0,0.28515625,0.07987127955747814,0.36419821315781853,0.4174536914400078,-0.24895833333333334,-0.22000000000000008,100.0,0.0,0.0,0.608,385,2,0.08051948051948052,1.0,0.559322033898305,0.13537117903930132,0.23846153846153847,0.6026061600145799,0.09668769690192074,0.3708633816260457,0.47523212769730283,0.05480519480519481,0.7000000000000001,100.0,0.0,0.0,0.32727272727272727,529,3,0.0888468809073724,0.6595744680851063,0.5705394190871369,0.10130718954248366,0.17563739376770537,0.4960271916659309,0.08419612238574062,0.3690490446517079,0.4424433399832086,-0.027882797731568997,0.38118811881188114,100.0,0.0,0.0,0.4289855072463768,-1.0,0.04224046610169496,-0.3174499100145799,-0.13537117903930132,-0.23846153846153847,-0.006665168468227178,-0.05777843625729501,-0.30376352813852814,-0.9200000000000002,0.0,0.0,0.0,0.2807272727272727,-0.13537117903930132,-0.06008297258297257,1.0,0.13537117903930132,0.8989871421639981,-1.0,1.0,0.06008297258297257,1.0,0.0,0.0,0.2807272727272727,0.28515625,0.2108709416659309,0,0.3,,1864,529,54,14,0.07027896995708155,0.0888468809073724
D1A,liu_xgboost,reweighting,144,1,0.1111111111111111,0.0625,0.28125,0.02702702702702703,0.03773584905660377,0.38525390625,0.08917159977957714,0.23552840948104858,0.2694121077656746,-0.2138888888888889,-0.1028571428571429,100.0,0.0,100.0,0.288,385,2,0.08051948051948052,0.6774193548387096,0.4378531073446328,0.11931818181818182,0.2028985507246377,0.6314014944414069,0.09917328153204627,0.28213611245155334,0.298341801532774,-0.01753246753246753,0.3425925925925926,100.0,0.0,0.0,0.17727272727272728,529,3,0.0888468809073724,0.46808510638297873,0.3962655601659751,0.10328638497652583,0.16923076923076924,0.5919042994614637,0.09837567364649225,0.2694489359855652,0.2801211772412625,-0.07098298676748582,0.18822882288228823,100.0,0.0,33.33333333333333,0.21739130434782608,-0.6149193548387096,-0.15660310734463279,-0.24614758819140692,-0.0922911547911548,-0.16516270166803393,-0.04660770297050476,-0.028929693767099418,-0.19635642135642137,-0.44544973544973554,0.0,0.0,100.0,0.1107272727272727,-0.0922911547911548,-0.2001984126984127,0.6149193548387096,0.0922911547911548,0.5620659722222222,-0.6149193548387096,0.6149193548387096,0.2001984126984127,0.6149193548387096,0.0,100.0,0.1107272727272727,0.38525390625,0.20665039321146372,0,0.3,,1864,529,54,14,0.07027896995708155,0.0888468809073724
D1A,liu_xgboost,smote,144,1,0.1111111111111111,0.0,0.3125,0.0,0.0,0.3291015625,0.08388304901595649,0.19241802394390106,0.27609700704730733,-0.2361111111111111,-0.11428571428571419,0.0,100.0,,0.32,385,2,0.08051948051948052,0.4838709677419355,0.4067796610169492,0.09433962264150944,0.15789473684210525,0.6112629852378348,0.0962211074296152,0.24862678349018097,0.2702834826204684,-0.06285714285714286,0.17239057239057243,100.0,0.0,0.0,0.15,529,3,0.0888468809073724,0.3191489361702128,0.3817427385892116,0.07537688442211055,0.12195121951219512,0.5651981989935552,0.09322654983132722,0.23332609236240387,0.25407689742194683,-0.11001890359168243,0.07304730473047306,66.66666666666666,33.33333333333333,0.0,0.21159420289855072,-0.4838709677419355,-0.09427966101694918,-0.28216142273783484,-0.09433962264150944,-0.15789473684210525,-0.05620875954627991,0.005813524426838912,-0.17325396825396824,-0.28667628667628664,-100.0,100.0,,0.17,-0.09433962264150944,-0.13520923520923522,0.4838709677419355,0.09433962264150944,0.6726065688329839,-0.4838709677419355,0.4838709677419355,0.13520923520923522,0.4838709677419355,100.0,,0.17,0.3291015625,0.23609663649355517,0,0.3,,1864,529,54,14,0.07027896995708155,0.0888468809073724
D1A,liu_rnn,reweighting,144,1,0.1111111111111111,0.0,0.546875,0.0,0.0,0.10009765625,0.06557367864295896,0.47420663973582794,0.5176643304769944,-0.2465277777777778,-0.2,0.0,100.0,,0.56,385,2,0.08051948051948052,0.3225806451612903,0.3983050847457627,0.06622516556291391,0.10989010989010989,0.571806087114999,0.09010512053956016,0.3792199943686606,0.37805805474200527,-0.10142857142857142,0.011952861952861991,100.0,0.0,0.0,0.16818181818181818,529,3,0.0888468809073724,0.2127659574468085,0.43775933609958506,0.04524886877828054,0.07462686567164178,0.38690738942350134,0.0700176102626898,0.4050764725026343,0.4061488868623603,-0.14092627599243857,-0.06149614961496147,66.66666666666666,33.33333333333333,0.0,0.3101449275362319,-0.3225806451612903,0.1485699152542373,-0.47170843086499903,-0.06622516556291391,-0.10989010989010989,0.09498664536716733,0.13960627573498918,-0.14509920634920637,-0.211952861952862,-100.0,100.0,,0.39181818181818184,-0.06622516556291391,0.09390331890331888,0.3225806451612903,0.06622516556291391,1.2394223693892568,-0.3225806451612903,0.3225806451612903,0.09390331890331888,0.3225806451612903,100.0,,0.39181818181818184,0.10009765625,0.28680973317350134,0,0.3,,1864,529,54,14,0.07027896995708155,0.0888468809073724
